[Header]
Data File Name	D:\助燃剂标准品检验\2#煤油\千分一2#煤-乙.qgd
Output Date	2018/4/17
Output Time	17:58:19

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	8700
Start Time(min)	3.000
End Time(min)	31.997
Ret.Time	Absolute Intensity	Relative Intensity
15.363	87165	1.56
15.367	127147	2.28
15.370	188339	3.38
15.373	267549	4.80
15.377	354056	6.36
15.380	429696	7.71
15.383	477116	8.56
15.387	487801	8.76
15.390	456221	8.19
15.393	382457	6.87
15.397	290176	5.21
15.400	206287	3.70
15.403	141866	2.55
15.407	99873	1.79
15.410	75019	1.35
15.413	62184	1.12
15.417	59878	1.07
15.420	67298	1.21
15.423	89083	1.60
15.427	128573	2.31
15.430	189168	3.40
15.433	275778	4.95
15.437	390418	7.01
15.440	522702	9.38
15.443	650009	11.67
15.447	753674	13.53
15.450	824954	14.81
15.453	854074	15.33
15.457	839829	15.08
15.460	788059	14.15
15.463	701994	12.60
15.467	581684	10.44
15.470	442779	7.95
15.473	314182	5.64
15.477	214786	3.86
15.480	145023	2.60
15.483	101360	1.82
15.487	76083	1.37
15.490	62329	1.12
15.493	57976	1.04
15.497	56125	1.01
15.500	57767	1.04
15.503	58828	1.06
15.507	59651	1.07
15.510	61087	1.10
15.513	61560	1.11
15.517	61383	1.10
15.520	60359	1.08
15.523	58854	1.06
15.527	58790	1.06
15.530	58145	1.04
15.533	56295	1.01
15.537	54225	0.97
15.540	54058	0.97
15.543	53981	0.97
15.547	53578	0.96
15.550	53279	0.96
15.553	53404	0.96
15.557	54142	0.97
15.560	53700	0.96
15.563	53471	0.96
15.567	53329	0.96
15.570	53570	0.96
15.573	53625	0.96
15.577	52812	0.95
15.580	51112	0.92
15.583	50125	0.90
15.587	51794	0.93
15.590	52171	0.94
15.593	51823	0.93
15.597	51892	0.93
15.600	52104	0.94
15.603	52535	0.94
15.607	52331	0.94
15.610	51180	0.92
15.613	50241	0.90
15.617	49983	0.90
15.620	48483	0.87
15.623	48372	0.87
15.627	49386	0.89
15.630	50579	0.91
15.633	49833	0.89
15.637	50405	0.90
15.640	50266	0.90
15.643	48869	0.88
15.647	48594	0.87
15.650	48507	0.87
15.653	48510	0.87
15.657	48658	0.87
15.660	49362	0.89
15.663	51098	0.92
15.667	51311	0.92
15.670	51524	0.92
15.673	51457	0.92
15.677	51511	0.92
15.680	51686	0.93
15.683	52249	0.94
15.687	52348	0.94
15.690	52024	0.93
15.693	51759	0.93
15.697	51591	0.93
15.700	50956	0.91
15.703	48950	0.88
15.707	48546	0.87
15.710	48905	0.88
15.713	49001	0.88
15.717	49542	0.89
15.720	51115	0.92
15.723	51211	0.92
15.727	50644	0.91
15.730	50518	0.91
15.733	49962	0.90
15.737	49794	0.89
15.740	49754	0.89
15.743	49325	0.89
15.747	49124	0.88
15.750	49292	0.88
15.753	49445	0.89
15.757	49123	0.88
15.760	49309	0.89
15.763	48951	0.88
15.767	48829	0.88
15.770	48927	0.88
15.773	49854	0.89
15.777	51044	0.92
15.780	51992	0.93
15.783	53733	0.96
15.787	54342	0.98
15.790	54144	0.97
15.793	54090	0.97
15.797	54086	0.97
15.800	53212	0.96
15.803	51341	0.92
15.807	51345	0.92
15.810	51563	0.93
15.813	51828	0.93
15.817	53243	0.96
15.820	54096	0.97
15.823	54116	0.97
15.827	53893	0.97
15.830	53923	0.97
15.833	53820	0.97
15.837	54003	0.97
15.840	54453	0.98
15.843	54530	0.98
15.847	54022	0.97
15.850	54100	0.97
15.853	53922	0.97
15.857	53652	0.96
15.860	53779	0.97
15.863	53826	0.97
15.867	53674	0.96
15.870	53777	0.97
15.873	54190	0.97
15.877	54470	0.98
15.880	54160	0.97
15.883	53763	0.97
15.887	53427	0.96
15.890	53500	0.96
15.893	53330	0.96
15.897	53427	0.96
15.900	52242	0.94
15.903	51278	0.92
15.907	50202	0.90
15.910	50848	0.91
15.913	51810	0.93
15.917	52469	0.94
15.920	51779	0.93
15.923	51262	0.92
15.927	50872	0.91
15.930	49266	0.88
15.933	47637	0.86
15.937	47169	0.85
15.940	45856	0.82
15.943	45695	0.82
15.947	45906	0.82
15.950	45797	0.82
15.953	45689	0.82
15.957	45983	0.83
15.960	45947	0.82
15.963	45252	0.81
15.967	45137	0.81
15.970	45594	0.82
15.973	45685	0.82
15.977	45414	0.82
15.980	46019	0.83
15.983	46807	0.84
15.987	48475	0.87
15.990	49397	0.89
15.993	50703	0.91
15.997	50666	0.91
16.000	50885	0.91
16.003	49859	0.90
16.007	48332	0.87
16.010	46515	0.83
16.013	46075	0.83
16.017	45560	0.82
16.020	45553	0.82
16.023	45322	0.81
16.027	45127	0.81
16.030	45250	0.81
16.033	45156	0.81
16.037	45553	0.82
16.040	45767	0.82
16.043	47813	0.86
16.047	49777	0.89
16.050	51507	0.92
16.053	53006	0.95
16.057	55717	1.00
16.060	59297	1.06
16.063	61096	1.10
16.067	59302	1.06
16.070	56159	1.01
16.073	53415	0.96
16.077	51752	0.93
16.080	50753	0.91
16.083	49046	0.88
16.087	48601	0.87
16.090	48552	0.87
16.093	48650	0.87
16.097	49084	0.88
16.100	48993	0.88
16.103	48683	0.87
16.107	48481	0.87
16.110	48292	0.87
16.113	47197	0.85
16.117	45682	0.82
16.120	45063	0.81
16.123	45474	0.82
16.127	48062	0.86
16.130	48660	0.87
16.133	48622	0.87
16.137	49962	0.90
16.140	50877	0.91
16.143	53462	0.96
16.147	55363	0.99
16.150	55332	0.99
16.153	55932	1.00
16.157	55800	1.00
16.160	55356	0.99
16.163	54402	0.98
16.167	52608	0.94
16.170	51230	0.92
16.173	50270	0.90
16.177	50825	0.91
16.180	51199	0.92
16.183	51153	0.92
16.187	51160	0.92
16.190	50836	0.91
16.193	48950	0.88
16.197	48696	0.87
16.200	48804	0.88
16.203	48718	0.87
16.207	48695	0.87
16.210	48814	0.88
16.213	49288	0.88
16.217	49243	0.88
16.220	49368	0.89
16.223	49893	0.90
16.227	49408	0.89
16.230	48491	0.87
16.233	48220	0.87
16.237	48511	0.87
16.240	48641	0.87
16.243	48361	0.87
16.247	48531	0.87
16.250	49057	0.88
16.253	48928	0.88
16.257	49915	0.90
16.260	50646	0.91
16.263	50451	0.91
16.267	50055	0.90
16.270	49848	0.89
16.273	50166	0.90
16.277	50899	0.91
16.280	51095	0.92
16.283	50918	0.91
16.287	49892	0.90
16.290	48993	0.88
16.293	49462	0.89
16.297	51255	0.92
16.300	51999	0.93
16.303	53691	0.96
16.307	56241	1.01
16.310	59075	1.06
16.313	61978	1.11
16.317	63400	1.14
16.320	64692	1.16
16.323	65030	1.17
16.327	64891	1.16
16.330	64875	1.16
16.333	64273	1.15
16.337	62089	1.11
16.340	58942	1.06
16.343	56292	1.01
16.347	54513	0.98
16.350	53227	0.96
16.353	52131	0.94
16.357	52050	0.93
16.360	50852	0.91
16.363	49413	0.89
16.367	48965	0.88
16.370	48322	0.87
16.373	48759	0.88
16.377	49060	0.88
16.380	48789	0.88
16.383	47761	0.86
16.387	46898	0.84
16.390	46443	0.83
16.393	46503	0.83
16.397	46926	0.84
16.400	46481	0.83
16.403	46285	0.83
16.407	46335	0.83
16.410	47294	0.85
16.413	48551	0.87
16.417	49075	0.88
16.420	51864	0.93
16.423	57813	1.04
16.427	66758	1.20
16.430	82596	1.48
16.433	103943	1.87
16.437	127210	2.28
16.440	147548	2.65
16.443	160261	2.88
16.447	160622	2.88
16.450	150787	2.71
16.453	135179	2.43
16.457	114942	2.06
16.460	92352	1.66
16.463	74059	1.33
16.467	62716	1.13
16.470	56631	1.02
16.473	51409	0.92
16.477	49143	0.88
16.480	49473	0.89
16.483	49155	0.88
16.487	48721	0.87
16.490	48897	0.88
16.493	49663	0.89
16.497	50421	0.91
16.500	50324	0.90
16.503	49694	0.89
16.507	49358	0.89
16.510	49135	0.88
16.513	48561	0.87
16.517	48676	0.87
16.520	48319	0.87
16.523	47297	0.85
16.527	46889	0.84
16.530	47204	0.85
16.533	47761	0.86
16.537	48381	0.87
16.540	48205	0.87
16.543	47957	0.86
16.547	48260	0.87
16.550	48767	0.88
16.553	48119	0.86
16.557	47286	0.85
16.560	47639	0.86
16.563	49039	0.88
16.567	50175	0.90
16.570	49656	0.89
16.573	51402	0.92
16.577	52277	0.94
16.580	51542	0.93
16.583	49669	0.89
16.587	48932	0.88
16.590	48980	0.88
16.593	48911	0.88
16.597	47928	0.86
16.600	47833	0.86
16.603	47822	0.86
16.607	47533	0.85
16.610	47531	0.85
16.613	47243	0.85
16.617	47223	0.85
16.620	47290	0.85
16.623	47327	0.85
16.627	47546	0.85
16.630	47631	0.86
16.633	47245	0.85
16.637	47245	0.85
16.640	47654	0.86
16.643	48162	0.86
16.647	48729	0.87
16.650	48731	0.87
16.653	48060	0.86
16.657	47846	0.86
16.660	48173	0.86
16.663	48309	0.87
16.667	48360	0.87
16.670	48135	0.86
16.673	47581	0.85
16.677	47790	0.86
16.680	47759	0.86
16.683	47810	0.86
16.687	48481	0.87
16.690	50206	0.90
16.693	51459	0.92
16.697	51794	0.93
16.700	52432	0.94
16.703	52517	0.94
16.707	52603	0.94
16.710	51853	0.93
16.713	49557	0.89
16.717	47932	0.86
16.720	46776	0.84
16.723	46486	0.83
16.727	46554	0.84
16.730	46717	0.84
16.733	47062	0.84
16.737	47686	0.86
16.740	47468	0.85
16.743	46717	0.84
16.747	46395	0.83
16.750	46375	0.83
16.753	46515	0.83
16.757	47182	0.85
16.760	48347	0.87
16.763	49246	0.88
16.767	50091	0.90
16.770	49947	0.90
16.773	49151	0.88
16.777	49840	0.89
16.780	49777	0.89
16.783	49276	0.88
16.787	48354	0.87
16.790	48693	0.87
16.793	49207	0.88
16.797	49616	0.89
16.800	49311	0.89
16.803	48821	0.88
16.807	48846	0.88
16.810	47732	0.86
16.813	47130	0.85
16.817	47867	0.86
16.820	48384	0.87
16.823	47804	0.86
16.827	47576	0.85
16.830	47660	0.86
16.833	47674	0.86
16.837	47604	0.85
16.840	47233	0.85
16.843	47278	0.85
16.847	47958	0.86
16.850	49183	0.88
16.853	49392	0.89
16.857	49170	0.88
16.860	49135	0.88
16.863	49328	0.89
16.867	49301	0.88
16.870	48263	0.87
16.873	48112	0.86
16.877	48440	0.87
16.880	48205	0.87
16.883	48724	0.87
16.887	48873	0.88
16.890	48322	0.87
16.893	47358	0.85
16.897	47975	0.86
16.900	48113	0.86
16.903	47353	0.85
16.907	47579	0.85
16.910	48309	0.87
16.913	49045	0.88
16.917	48462	0.87
16.920	48112	0.86
16.923	48161	0.86
16.927	47629	0.85
16.930	46985	0.84
16.933	47142	0.85
16.937	48003	0.86
16.940	48006	0.86
16.943	48147	0.86
16.947	48237	0.87
16.950	48364	0.87
16.953	48889	0.88
16.957	49658	0.89
16.960	49739	0.89
16.963	49061	0.88
16.967	49017	0.88
16.970	48541	0.87
16.973	47739	0.86
16.977	47843	0.86
16.980	47303	0.85
16.983	47404	0.85
16.987	47816	0.86
16.990	48081	0.86
16.993	48173	0.86
16.997	48268	0.87
17.000	47886	0.86
17.003	46964	0.84
17.007	47078	0.85
17.010	46987	0.84
17.013	47198	0.85
17.017	47316	0.85
17.020	47933	0.86
17.023	48906	0.88
17.027	49283	0.88
17.030	48526	0.87
17.033	48153	0.86
17.037	48488	0.87
17.040	49187	0.88
17.043	49084	0.88
17.047	48862	0.88
17.050	48522	0.87
17.053	48160	0.86
17.057	48210	0.87
17.060	48931	0.88
17.063	48984	0.88
17.067	48141	0.86
17.070	47998	0.86
17.073	48440	0.87
17.077	48699	0.87
17.080	49350	0.89
17.083	49535	0.89
17.087	49188	0.88
17.090	49387	0.89
17.093	49796	0.89
17.097	49716	0.89
17.100	49216	0.88
17.103	49446	0.89
17.107	48933	0.88
17.110	47439	0.85
17.113	46706	0.84
17.117	47115	0.85
17.120	47649	0.86
17.123	47747	0.86
17.127	45847	0.82
17.130	45226	0.81
17.133	45373	0.81
17.137	45238	0.81
17.140	45413	0.82
17.143	45542	0.82
17.147	46425	0.83
17.150	46805	0.84
17.153	47141	0.85
17.157	47331	0.85
17.160	47684	0.86
17.163	48749	0.88
17.167	49097	0.88
17.170	48197	0.87
17.173	47954	0.86
17.177	46885	0.84
17.180	46561	0.84
17.183	47268	0.85
17.187	47706	0.86
17.190	48223	0.87
17.193	48873	0.88
17.197	47928	0.86
17.200	46676	0.84
17.203	46519	0.84
17.207	47215	0.85
17.210	48455	0.87
17.213	49055	0.88
17.217	49486	0.89
17.220	49975	0.90
17.223	50745	0.91
17.227	51159	0.92
17.230	51212	0.92
17.233	51416	0.92
17.237	50620	0.91
17.240	49609	0.89
17.243	48954	0.88
17.247	49407	0.89
17.250	49585	0.89
17.253	49682	0.89
17.257	48907	0.88
17.260	48749	0.88
17.263	48661	0.87
17.267	49309	0.89
17.270	49472	0.89
17.273	49236	0.88
17.277	48937	0.88
17.280	49248	0.88
17.283	49468	0.89
17.287	49830	0.89
17.290	49732	0.89
17.293	50025	0.90
17.297	49734	0.89
17.300	48902	0.88
17.303	48811	0.88
17.307	49109	0.88
17.310	49357	0.89
17.313	49515	0.89
17.317	49584	0.89
17.320	49659	0.89
17.323	49140	0.88
17.327	48922	0.88
17.330	48549	0.87
17.333	48474	0.87
17.337	48602	0.87
17.340	48940	0.88
17.343	49114	0.88
17.347	48509	0.87
17.350	48190	0.87
17.353	48638	0.87
17.357	49180	0.88
17.360	49322	0.89
17.363	49354	0.89
17.367	47882	0.86
17.370	47184	0.85
17.373	47305	0.85
17.377	48185	0.86
17.380	47686	0.86
17.383	47317	0.85
17.387	47894	0.86
17.390	49265	0.88
17.393	49664	0.89
17.397	49280	0.88
17.400	47938	0.86
17.403	47254	0.85
17.407	47185	0.85
17.410	47393	0.85
17.413	47295	0.85
17.417	47042	0.84
17.420	47177	0.85
17.423	47497	0.85
17.427	48893	0.88
17.430	50131	0.90
17.433	52186	0.94
17.437	55892	1.00
17.440	59929	1.08
17.443	64706	1.16
17.447	71561	1.28
17.450	78778	1.41
17.453	84891	1.52
17.457	87322	1.57
17.460	84800	1.52
17.463	79049	1.42
17.467	71573	1.28
17.470	63715	1.14
17.473	58200	1.04
17.477	53907	0.97
17.480	50270	0.90
17.483	48842	0.88
17.487	48702	0.87
17.490	48821	0.88
17.493	48319	0.87
17.497	47384	0.85
17.500	48261	0.87
17.503	48537	0.87
17.507	48340	0.87
17.510	48377	0.87
17.513	48961	0.88
17.517	48123	0.86
17.520	47856	0.86
17.523	47830	0.86
17.527	47524	0.85
17.530	47572	0.85
17.533	47539	0.85
17.537	47480	0.85
17.540	47585	0.85
17.543	47720	0.86
17.547	47747	0.86
17.550	47711	0.86
17.553	47618	0.85
17.557	48158	0.86
17.560	47784	0.86
17.563	47464	0.85
17.567	47667	0.86
17.570	48296	0.87
17.573	49297	0.88
17.577	50180	0.90
17.580	50334	0.90
17.583	50235	0.90
17.587	50470	0.91
17.590	50249	0.90
17.593	48489	0.87
17.597	48245	0.87
17.600	48738	0.87
17.603	49038	0.88
17.607	48319	0.87
17.610	48982	0.88
17.613	49782	0.89
17.617	50301	0.90
17.620	50261	0.90
17.623	50212	0.90
17.627	50509	0.91
17.630	50354	0.90
17.633	49550	0.89
17.637	49586	0.89
17.640	50277	0.90
17.643	50405	0.90
17.647	49902	0.90
17.650	48935	0.88
17.653	48872	0.88
17.657	49180	0.88
17.660	49585	0.89
17.663	48648	0.87
17.667	48462	0.87
17.670	48788	0.88
17.673	49477	0.89
17.677	50039	0.90
17.680	49440	0.89
17.683	48838	0.88
17.687	48800	0.88
17.690	49431	0.89
17.693	49945	0.90
17.697	50022	0.90
17.700	50592	0.91
17.703	50656	0.91
17.707	50399	0.90
17.710	50134	0.90
17.713	49781	0.89
17.717	49105	0.88
17.720	49126	0.88
17.723	50218	0.90
17.727	50602	0.91
17.730	50001	0.90
17.733	49514	0.89
17.737	49331	0.89
17.740	49425	0.89
17.743	49320	0.89
17.747	49941	0.90
17.750	50408	0.90
17.753	50177	0.90
17.757	49398	0.89
17.760	49230	0.88
17.763	49180	0.88
17.767	49236	0.88
17.770	49360	0.89
17.773	49230	0.88
17.777	49231	0.88
17.780	48860	0.88
17.783	48223	0.87
17.787	48179	0.86
17.790	49111	0.88
17.793	48823	0.88
17.797	48914	0.88
17.800	48958	0.88
17.803	49183	0.88
17.807	49243	0.88
17.810	48773	0.88
17.813	48643	0.87
17.817	49461	0.89
17.820	49706	0.89
17.823	49544	0.89
17.827	49156	0.88
17.830	48941	0.88
17.833	48936	0.88
17.837	49029	0.88
17.840	48508	0.87
17.843	48487	0.87
17.847	48873	0.88
17.850	49407	0.89
17.853	49435	0.89
17.857	49679	0.89
17.860	49968	0.90
17.863	50545	0.91
17.867	49910	0.90
17.870	48937	0.88
17.873	48672	0.87
17.877	48531	0.87
17.880	48570	0.87
17.883	49213	0.88
17.887	49807	0.89
17.890	49665	0.89
17.893	49141	0.88
17.897	48971	0.88
17.900	49511	0.89
17.903	49746	0.89
17.907	48954	0.88
17.910	48720	0.87
17.913	48508	0.87
17.917	48767	0.88
17.920	49130	0.88
17.923	49037	0.88
17.927	48798	0.88
17.930	48879	0.88
17.933	49246	0.88
17.937	49074	0.88
17.940	48543	0.87
17.943	48467	0.87
17.947	49043	0.88
17.950	49587	0.89
17.953	49213	0.88
17.957	49366	0.89
17.960	51334	0.92
17.963	53931	0.97
17.967	54407	0.98
17.970	54365	0.98
17.973	54199	0.97
17.977	54328	0.98
17.980	55171	0.99
17.983	55596	1.00
17.987	54182	0.97
17.990	51647	0.93
17.993	50923	0.91
17.997	49272	0.88
18.000	48809	0.88
18.003	48673	0.87
18.007	48017	0.86
18.010	47628	0.85
18.013	48168	0.86
18.017	48334	0.87
18.020	48004	0.86
18.023	47958	0.86
18.027	48317	0.87
18.030	47565	0.85
18.033	47233	0.85
18.037	47552	0.85
18.040	47807	0.86
18.043	47450	0.85
18.047	47925	0.86
18.050	48223	0.87
18.053	48398	0.87
18.057	48573	0.87
18.060	48595	0.87
18.063	48677	0.87
18.067	47909	0.86
18.070	48545	0.87
18.073	48713	0.87
18.077	49311	0.89
18.080	48773	0.88
18.083	48328	0.87
18.087	47413	0.85
18.090	46170	0.83
18.093	46022	0.83
18.097	46338	0.83
18.100	46995	0.84
18.103	47119	0.85
18.107	47576	0.85
18.110	47850	0.86
18.113	47707	0.86
18.117	47402	0.85
18.120	47807	0.86
18.123	48186	0.86
18.127	48432	0.87
18.130	48369	0.87
18.133	48385	0.87
18.137	48486	0.87
18.140	49082	0.88
18.143	49487	0.89
18.147	49501	0.89
18.150	49560	0.89
18.153	49779	0.89
18.157	50627	0.91
18.160	52112	0.94
18.163	52408	0.94
18.167	51757	0.93
18.170	50681	0.91
18.173	50560	0.91
18.177	50204	0.90
18.180	50389	0.90
18.183	50484	0.91
18.187	50300	0.90
18.190	50303	0.90
18.193	50130	0.90
18.197	50029	0.90
18.200	49545	0.89
18.203	49347	0.89
18.207	49316	0.89
18.210	49589	0.89
18.213	49424	0.89
18.217	48463	0.87
18.220	48789	0.88
18.223	48852	0.88
18.227	49444	0.89
18.230	49723	0.89
18.233	50389	0.90
18.237	49917	0.90
18.240	48953	0.88
18.243	48427	0.87
18.247	48925	0.88
18.250	49815	0.89
18.253	49269	0.88
18.257	49285	0.88
18.260	48853	0.88
18.263	48561	0.87
18.267	48619	0.87
18.270	48797	0.88
18.273	49344	0.89
18.277	49723	0.89
18.280	49913	0.90
18.283	50256	0.90
18.287	50257	0.90
18.290	50509	0.91
18.293	50205	0.90
18.297	50324	0.90
18.300	49777	0.89
18.303	49489	0.89
18.307	49311	0.89
18.310	49326	0.89
18.313	49450	0.89
18.317	48817	0.88
18.320	49181	0.88
18.323	49429	0.89
18.327	48759	0.88
18.330	49373	0.89
18.333	50492	0.91
18.337	50676	0.91
18.340	50683	0.91
18.343	50430	0.91
18.347	50472	0.91
18.350	50268	0.90
18.353	51394	0.92
18.357	53436	0.96
18.360	54875	0.99
18.363	56236	1.01
18.367	56551	1.02
18.370	56456	1.01
18.373	56171	1.01
18.377	54739	0.98
18.380	53517	0.96
18.383	53192	0.95
18.387	53012	0.95
18.390	52499	0.94
18.393	51908	0.93
18.397	50651	0.91
18.400	50573	0.91
18.403	52632	0.94
18.407	56328	1.01
18.410	61650	1.11
18.413	67667	1.21
18.417	74917	1.34
18.420	80928	1.45
18.423	85263	1.53
18.427	86165	1.55
18.430	83757	1.50
18.433	79251	1.42
18.437	75345	1.35
18.440	70186	1.26
18.443	62861	1.13
18.447	57357	1.03
18.450	55775	1.00
18.453	55127	0.99
18.457	53178	0.95
18.460	52739	0.95
18.463	52755	0.95
18.467	52710	0.95
18.470	52592	0.94
18.473	52196	0.94
18.477	51859	0.93
18.480	51785	0.93
18.483	51785	0.93
18.487	51582	0.93
18.490	51723	0.93
18.493	52031	0.93
18.497	51994	0.93
18.500	52506	0.94
18.503	52880	0.95
18.507	52578	0.94
18.510	52734	0.95
18.513	52779	0.95
18.517	52835	0.95
18.520	52730	0.95
18.523	52411	0.94
18.527	52738	0.95
18.530	52426	0.94
18.533	52083	0.93
18.537	52144	0.94
18.540	51782	0.93
18.543	51716	0.93
18.547	51574	0.93
18.550	51850	0.93
18.553	52269	0.94
18.557	53147	0.95
18.560	52804	0.95
18.563	52217	0.94
18.567	52393	0.94
18.570	52754	0.95
18.573	53032	0.95
18.577	53820	0.97
18.580	53627	0.96
18.583	52512	0.94
18.587	52235	0.94
18.590	52606	0.94
18.593	52674	0.95
18.597	53623	0.96
18.600	53830	0.97
18.603	53046	0.95
18.607	52729	0.95
18.610	53036	0.95
18.613	53677	0.96
18.617	53858	0.97
18.620	53483	0.96
18.623	52553	0.94
18.627	52958	0.95
18.630	52861	0.95
18.633	53045	0.95
18.637	53309	0.96
18.640	53555	0.96
18.643	53613	0.96
18.647	53243	0.96
18.650	53701	0.96
18.653	54656	0.98
18.657	56256	1.01
18.660	57898	1.04
18.663	58157	1.04
18.667	57502	1.03
18.670	56267	1.01
18.673	55663	1.00
18.677	54885	0.99
18.680	53940	0.97
18.683	53163	0.95
18.687	52900	0.95
18.690	52950	0.95
18.693	53595	0.96
18.697	53344	0.96
18.700	52859	0.95
18.703	53088	0.95
18.707	53758	0.96
18.710	53864	0.97
18.713	53443	0.96
18.717	53569	0.96
18.720	54035	0.97
18.723	54019	0.97
18.727	53955	0.97
18.730	53634	0.96
18.733	53486	0.96
18.737	53677	0.96
18.740	52983	0.95
18.743	52929	0.95
18.747	53772	0.97
18.750	54512	0.98
18.753	54145	0.97
18.757	53971	0.97
18.760	55156	0.99
18.763	55888	1.00
18.767	55330	0.99
18.770	53534	0.96
18.773	53506	0.96
18.777	53977	0.97
18.780	55462	1.00
18.783	55200	0.99
18.787	56102	1.01
18.790	56200	1.01
18.793	55841	1.00
18.797	53985	0.97
18.800	53282	0.96
18.803	53570	0.96
18.807	53814	0.97
18.810	54220	0.97
18.813	54823	0.98
18.817	54866	0.98
18.820	54909	0.99
18.823	54772	0.98
18.827	55977	1.00
18.830	55576	1.00
18.833	56177	1.01
18.837	56358	1.01
18.840	56036	1.01
18.843	55416	0.99
18.847	54659	0.98
18.850	54777	0.98
18.853	54396	0.98
18.857	55015	0.99
18.860	55380	0.99
18.863	54765	0.98
18.867	54439	0.98
18.870	54424	0.98
18.873	54128	0.97
18.877	54300	0.97
18.880	54801	0.98
18.883	54568	0.98
18.887	54218	0.97
18.890	53933	0.97
18.893	53768	0.97
18.897	53535	0.96
18.900	53318	0.96
18.903	54356	0.98
18.907	56417	1.01
18.910	57059	1.02
18.913	56639	1.02
18.917	57143	1.03
18.920	57894	1.04
18.923	57510	1.03
18.927	56720	1.02
18.930	57357	1.03
18.933	57537	1.03
18.937	57046	1.02
18.940	56186	1.01
18.943	55688	1.00
18.947	55914	1.00
18.950	55968	1.00
18.953	56611	1.02
18.957	56888	1.02
18.960	58017	1.04
18.963	57823	1.04
18.967	57296	1.03
18.970	56604	1.02
18.973	56907	1.02
18.977	58106	1.04
18.980	58112	1.04
18.983	57230	1.03
18.987	57375	1.03
18.990	58043	1.04
18.993	58400	1.05
18.997	59183	1.06
19.000	59619	1.07
19.003	59512	1.07
19.007	59240	1.06
19.010	59200	1.06
19.013	59378	1.07
19.017	59609	1.07
19.020	59407	1.07
19.023	59050	1.06
19.027	58832	1.06
19.030	58283	1.05
19.033	58813	1.06
19.037	59280	1.06
19.040	59295	1.06
19.043	59023	1.06
19.047	58746	1.05
19.050	58360	1.05
19.053	58420	1.05
19.057	59075	1.06
19.060	59465	1.07
19.063	58948	1.06
19.067	58570	1.05
19.070	58457	1.05
19.073	58584	1.05
19.077	59319	1.06
19.080	59187	1.06
19.083	59202	1.06
19.087	59225	1.06
19.090	59128	1.06
19.093	59021	1.06
19.097	58779	1.06
19.100	58766	1.05
19.103	59085	1.06
19.107	60019	1.08
19.110	59730	1.07
19.113	59316	1.06
19.117	59134	1.06
19.120	59152	1.06
19.123	58778	1.06
19.127	58583	1.05
19.130	58231	1.05
19.133	58414	1.05
19.137	58511	1.05
19.140	59277	1.06
19.143	59693	1.07
19.147	59623	1.07
19.150	59491	1.07
19.153	59528	1.07
19.157	59695	1.07
19.160	59521	1.07
19.163	59533	1.07
19.167	59392	1.07
19.170	59178	1.06
19.173	59426	1.07
19.177	59294	1.06
19.180	59131	1.06
19.183	59133	1.06
19.187	59521	1.07
19.190	60464	1.09
19.193	61427	1.10
19.197	60475	1.09
19.200	59809	1.07
19.203	59614	1.07
19.207	59551	1.07
19.210	60154	1.08
19.213	60448	1.09
19.217	60608	1.09
19.220	61243	1.10
19.223	61549	1.10
19.227	62066	1.11
19.230	63168	1.13
19.233	64986	1.17
19.237	66098	1.19
19.240	67107	1.20
19.243	67149	1.21
19.247	66736	1.20
19.250	65490	1.18
19.253	63604	1.14
19.257	62127	1.12
19.260	62226	1.12
19.263	62540	1.12
19.267	62175	1.12
19.270	61829	1.11
19.273	62221	1.12
19.277	63187	1.13
19.280	64513	1.16
19.283	62897	1.13
19.287	62103	1.11
19.290	61784	1.11
19.293	61678	1.11
19.297	62066	1.11
19.300	62208	1.12
19.303	62075	1.11
19.307	62359	1.12
19.310	62385	1.12
19.313	62388	1.12
19.317	62453	1.12
19.320	62313	1.12
19.323	62215	1.12
19.327	62944	1.13
19.330	63780	1.14
19.333	63989	1.15
19.337	65939	1.18
19.340	68267	1.23
19.343	69534	1.25
19.347	70144	1.26
19.350	70465	1.26
19.353	70381	1.26
19.357	69255	1.24
19.360	67056	1.20
19.363	65821	1.18
19.367	63901	1.15
19.370	62081	1.11
19.373	61249	1.10
19.377	61927	1.11
19.380	61892	1.11
19.383	61683	1.11
19.387	61340	1.10
19.390	62135	1.12
19.393	62344	1.12
19.397	62621	1.12
19.400	62916	1.13
19.403	62760	1.13
19.407	62785	1.13
19.410	62894	1.13
19.413	61819	1.11
19.417	60910	1.09
19.420	60815	1.09
19.423	60995	1.09
19.427	61611	1.11
19.430	62026	1.11
19.433	62157	1.12
19.437	62290	1.12
19.440	62511	1.12
19.443	62304	1.12
19.447	61732	1.11
19.450	61932	1.11
19.453	61586	1.11
19.457	61405	1.10
19.460	62098	1.11
19.463	63234	1.14
19.467	63197	1.13
19.470	64294	1.15
19.473	65213	1.17
19.477	64821	1.16
19.480	63963	1.15
19.483	63309	1.14
19.487	62521	1.12
19.490	62472	1.12
19.493	62091	1.11
19.497	61919	1.11
19.500	62357	1.12
19.503	62823	1.13
19.507	62344	1.12
19.510	62125	1.12
19.513	62259	1.12
19.517	62801	1.13
19.520	63048	1.13
19.523	62757	1.13
19.527	62154	1.12
19.530	61876	1.11
19.533	62055	1.11
19.537	62777	1.13
19.540	62090	1.11
19.543	61058	1.10
19.547	60683	1.09
19.550	61736	1.11
19.553	61876	1.11
